gemeenten2012_bevolkingsdichtheid_inwoners_per_km2;"http://geodata.nationaalgeoregister.nl/wijkenbuurten2012/wms";gemeenten2012;wijkenbuurten_thema_gemeenten_gemeentewijkbuurt_bevolkingsdichtheid_inwoners_per_km2
buurten2009_gemiddelde_WOZwoningwaarde;"http://geodata.nationaalgeoregister.nl/wijkenbuurten2009/wms";cbs_buurten_2009;wijkenbuurten_thema_buurten_gemeentewijkbuurt_gemiddelde_WOZwoningwaarde
vierkanten100m_woningen_2011;"http://geodata.nationaalgeoregister.nl/cbsvierkanten100m/wms";woningen_2011;cbsvierkanten100m_won2011;
